file_name,text
1249120_44259428_52976378.wav,my back hurts so much I can't bend down to team my shoelace
1249120_44259428_56194683.wav,
1249120_44259428_45195927.wav,I have problems in Lakewood
1249120_44259428_50949983.wav,I have an internal pain I cannot describe
1249120_44259428_38940948.wav,call also we are in German
1249120_44259428_45992221.wav,I feel pretty
1249120_44259428_39681967.wav,Google images of time for little girls on San Marcos
1249120_44259428_53848525.wav,OK Google up and down
1249120_44259428_46472982.wav,my Facebook
1249120_44259428_57761508.wav,hey Google I haven't had a
1249120_44259428_58867514.wav,are you still seeing the same problem
1249120_44259428_54344716.wav,be my girlfriend
1249120_44259428_49203869.wav,happy birthday now
1249120_44259428_56567581.wav,I will speak in the head play something last night
1249120_44259428_36852781.wav,I got a divorce last year and I just can't stop throwing up how to get a bench on my ex-husband
1249120_44259428_51361064.wav,do you have to leave from underground Metro Station
1249120_44259428_55288440.wav,message wake up Google
1249120_44259428_46527054.wav,I have a click on my phone that will not heal
1249120_44259428_53172278.wav,I hope everything is I work this morning what could be there
1249120_44259428_52926868.wav,hello beautiful today
1249120_44259428_54532216.wav,
1249120_44259428_58709056.wav,I feel greatly in my muscles
1249120_44259428_54047497.wav,I'm having a Happy Valley because
1249120_44259428_77483299.wav,I have today Google when is Google why
1249120_44259428_89970708.wav,play Happy Birthday in my neck
1249120_44259428_71308387.wav,
1249120_44259428_67815432.wav,disc golf for Google
1249120_44259428_72249048.wav,Abaco on my face beautiful crying
1249120_44263136_100870435.wav,the joints in my fingers are painful in the morning
1249120_44259428_90522474.wav,Chronicles of the level of the Google of the World premiere
1249120_44259428_96688403.wav,I have to see clothing place
1249120_44263136_103802215.wav,my child has cough all night she can sleep
1249120_44259428_82428785.wav,I'm on my way the one is all right
1249120_44259428_75809403.wav,iHeartRadio
1249120_44259428_95841310.wav,hey Google because my
1249120_44263136_106227417.wav,heart aches so much
1249120_44259428_88280001.wav,Monica please like eating bong bong when I go home
1249120_44263136_106766278.wav,I feel like I fell in the hot water
1249120_44259428_86445054.wav,play some rock music station and it is falling and the inside his head
1249120_44259428_83019694.wav,550 in the world map
1249120_44259428_84461460.wav,whenever I stand up I feel
1249120_44259428_97884452.wav,I want to listen Marissa mobile
1249120_44259428_65420088.wav,I feel pain relief
1249120_44259428_76204403.wav,I think it's only we pray
1249120_44263136_101522822.wav,I have a pain in my muscles
1249120_44259428_59884279.wav,in the pool
1249120_44259428_87762932.wav,I have internet for over my face
1249120_44259428_91754229.wav,oh my head for me I think we can and I can
1249120_44263136_101812019.wav,I feel hurts in my heart
1249120_44259428_61618701.wav,when I try to
1249120_44259428_92199033.wav,iPhone 5 after doing a Muslim
1249120_44259428_84387587.wav,play next song
1249120_44259428_75102963.wav,hey Google I didn't think I need it it's happening close up
1249120_44259428_72865674.wav,play Apple music
1249120_44263136_36341086.wav,I feel cold when Night Comes
1249120_44263136_11828866.wav,there is a sharp pain in my bicep I have tried to apply me really cream but it does not help
1249120_44263136_34906231.wav,IHOP severe dry cough
1249120_44263136_12662866.wav,I feel pain in the knee
1249120_44263136_106922287.wav,I have a back pain seems like turn 70 years old
1249120_44263136_107507771.wav,my son had a root canal in the dentist accidentally cut the inside of this chick and now it will not
1249120_44263136_13332887.wav,my knee patches and hurts when I first stand up after sitting
1249120_44263136_10880734.wav,iHeart internal pain and gases by 8 Indian spicy food yesterday
1249120_44263136_30518887.wav,longitudinal burning line across back with her spiritual movements
1249120_44263136_13172477.wav,sometimes my body feels weak without reason
1249120_44263136_107482610.wav,I feel like something is squeezing my lungs
1249120_44263136_15762375.wav,I always feel like a Half Men shopping even if I don't have my period
1249120_44263136_31607750.wav,I feel aching on my insides
1249120_44263136_34327747.wav,
1249120_44263136_41431969.wav,I have a headache almost everyday
1249120_44263136_107636900.wav,I may have overdone it with the weight lifting because I am afraid I may have torn a muscle on my back
1249120_44263136_108585886.wav,I've always been very active but now I just don't have to strength or energy to go for even a short walk
1249120_44263136_31123906.wav,I get big patches of irritated pimples on my back and
1249120_44263136_13651055.wav,my ankle joint throats when I put pressure on my foot
1249120_44263136_28094510.wav,I couldn't stop shaking or unconscious my job that's how cold I was
1249120_44263136_25998544.wav,I have pain like needles in my joints
1249120_44263136_27728779.wav,I have a heart pain in my stomach
1249120_44263136_26194304.wav,my foot has been aching since last Tuesday
1249120_44263136_22818184.wav,I have a red rash that is itching on my skin
1249120_44263136_20870238.wav,my body feels weak although I take my vitamins regularly
1249120_44263136_18526428.wav,in her book I had a lot of acne
1249120_44263136_36286570.wav,my neck has been sore since the accident
1249120_44263136_43213149.wav,having difficulty move in Miami
1249120_44263136_49038863.wav,I have a migraine and a turtle but it does not help
1249120_44263136_68968933.wav,I used a lot of painkiller to get better but I still feel the same back
1249120_44263136_59289865.wav,when I'm too high I start to feel dizzy
1249120_44263136_49448724.wav,is there a cure for
1249120_44263136_46878275.wav,I'm not hearing well I have problem with my ear
1249120_44263136_78073786.wav,my knee is a swallowing which indicates that I have an infected wound
1249120_44263136_52222173.wav,every time I make an effort I felt dizzy
1249120_44263136_70702677.wav,I feel like great pain in my shoulder joint and it does not go away
1249120_44263136_58938609.wav,when I drink a lot I get a headache
1249120_44263136_42090113.wav,there are times when I feel crushed under huge way in no aircraft in my lungs it actually scares the hell out of me when it happens
1249120_44263136_51547342.wav,I feel emotionally crushed
1249120_44263136_57609608.wav,my body aches on the inside between my hips and shoulders
1249120_44263136_50406387.wav,I feel pain in the knee when walking
1249120_44263136_42546148.wav,I feel pain inside and I cannot identify it
1249120_44263136_81225662.wav,I feel like I can hardly breathe unless you get what's in my lungs out
1249120_44263136_64809479.wav,my foot is hurting so much
1249120_44263136_47696189.wav,the worst headache what's your name to hangover in my twenties I sincerely thought I was going to die from inflammation
1249120_44263136_44160087.wav,I feel sharp pain in the stomach after eating
1249120_44263136_51762834.wav,my back hurts a lot when I bend
1249120_44263136_77095387.wav,have severe cold and cough
1249120_44263136_71092044.wav,play my feels like it's in the refrigerator
1249120_44263136_78833554.wav,I feel sad
1249120_44263136_58592964.wav,my chest hurts when I got to take a breath
1249120_44263136_63958069.wav,I feel pain in my
1249120_44263136_55671220.wav,I feel that is great pain in my left shoulder
1249120_44263136_79226700.wav,I'm very worried about soon in my music
1249120_44273314_102521547.wav,the worst headache was during a hangover in my 20s I sincerely thought I was going to die from brain inflammation
1249120_44263136_92015834.wav,when I wake up in the morning I feel dizzy
1249120_44273314_107500628.wav,I can't walk my knee hurts me
1249120_44263136_82626452.wav,I have a problem in my middle ear if you have an infection
1249120_44273314_103514863.wav,my body feels weak although I take my vitamins regularly
1249120_44263136_93647784.wav,everything looks like being in a smoky area
1249120_44263136_87409253.wav,sterilizer for the eye
1249120_44263136_82613525.wav,I feel like I've always got something in my throat
1249120_44263136_94477614.wav,my shoulder aches when I try to live 5 lb
1249120_44273314_109807607.wav,I feel like I can hardly breathe unless I get what's in my lungs out
1249120_44273314_106435928.wav,I've tried reading books but nothing can cheer me up
1249120_44263136_83669979.wav,I hardly have enough strength to get up
1249120_44263136_95817458.wav,I can work well I have an ache in my foot
1249120_44263136_89689013.wav,I can walk my knee hurts
1249120_44263136_88227448.wav,I cut my foot at the pool and it breaks open every day when I walk in it
1249120_44263136_87455428.wav,my ankle is hurting me
1249120_44273314_104690533.wav,my body feels like it's in a refrigerator
1249120_44273314_106442057.wav,sterilizer for the eye
1249120_44263136_86205654.wav,my body feels weak although I eat a lot why
1249120_44263136_85067361.wav,my throat is so sore
1249120_44263136_93996655.wav,I have found some use my skin and try to see you scream but it doesn't get better
1249120_44263136_89141475.wav,my heart hurts while I'm sad
1249120_44273314_31089974.wav,I feel cold when the Night Comes
1249120_44273314_32293213.wav,I feel like something is squeezing my lungs
1249120_44273314_25005396.wav,everything looks like being in a smoky area
1249120_44273314_38073414.wav,I feel like I fell in hot water
1249120_44273314_26783687.wav,my knee catches and hurts when I first stand up after sitting
1249120_44273314_17246181.wav,my throat is so sore
1249120_44273314_21942140.wav,when I drink a lot I get a headache
1249120_44273314_28827187.wav,my child has coughed all night she can't sleep
1249120_44273314_30937230.wav,I think pain in the knee when walking
1249120_44273314_21492329.wav,I have a pain in my muscle
1249120_44273314_13390025.wav,I feel pain inside and I cannot identify it
1249120_44273314_24711015.wav,my heart hurts while I'm sad why
1249120_44273314_35569629.wav,I have a red rash that is itchy on my skin
1249120_44273314_16049788.wav,my chest hurts when I go to take a breath
1249120_44273314_16303816.wav,I have a problem my middle ear made by infection
1249120_44273314_18787091.wav,I have a back pain since I turned 70 years old
1249120_44273314_31545094.wav,the joints in my fingers are painful in the morning
1249120_44273314_38687390.wav,when I'm too high I start to feel dizzy
1249120_44273314_47534753.wav,I cut my foot at the pool and it breaks open every day when I walk tonight
1249120_44273314_45479897.wav,I feel hurt in my heart
1249120_44273314_70741506.wav,I noticed a lot more hair coming out than usual when I brush my hair
1249120_44273314_47748885.wav,my body feels weak although I eat a lot why
1249120_44273314_52748628.wav,I feel aching on my insights
1249120_44273314_56365443.wav,I have a rash on my skin
1249120_44273314_69418683.wav,I feel like I've always got something in my throat
1249120_44273314_70276723.wav,I may have overdone it with the weight lifting because I'm afraid I may have thrown a muscle on my back
1249120_44273314_45748543.wav,my joints feel swollen
1249120_44273314_67775131.wav,my back hurts a lot when I bend
1249120_44273314_68456497.wav,I feel sad
1249120_44273314_40698632.wav,I feel a great amount of pressure on the sides of my neck
1249120_44273314_57161236.wav,I can't walk well I haven't ate in my foot
1249120_44273314_54417923.wav,I'm very worried that I'll go ball soon am I very sick
1249120_44273314_59068162.wav,I have been like needles in my joints
1249120_44273314_71015022.wav,my ankle joint ropes when I put pressure on my foot
1249120_44273314_69108455.wav,have severe golden
1249120_44273314_69242491.wav,my body aches on the inside between my hips and shoulders
1249120_44273314_98448714.wav,I feel sad Let Her Go
1249120_44273314_72971747.wav,I feel emotionally crushed
1249120_44273314_95639193.wav,I hit the ground when trying to shoot a basketball
1249120_44273314_71205285.wav,I'm not hearing well I have problem with my ear
1249120_44273314_93618448.wav,I have a heart pain in my stomach
1249120_44273314_84076771.wav,having difficulty moving my knee
1249120_44273314_96055783.wav,my head is so heavy I can't think normally
1249120_44273314_75699317.wav,I have severe dry cough
1249120_44273314_73290676.wav,my hair always falls out and I've lost a lot of hair lately
1249120_44273314_94623228.wav,when I wake up in the morning I feel dizzy
1249120_44273314_96091387.wav,I feel that there is great pain in my left shoulder
1249120_44273314_91569607.wav,there is a sharp pain in my bicep I have tried to apply pain relief cream but it does not have
1249120_44273314_87229465.wav,I feel a sharp pain in the stomach after eating
1249120_44273314_76615195.wav,my shoulder aches when I try to leave 5 lb
1249120_44273314_77840631.wav,I wish this excruciating feeling of loss could go away
1249120_44273314_84611968.wav,my neck has been sore since the accident
1249120_44273314_76070691.wav,I have a migraine and I took Panadol but it doesn't help
1249120_44273314_97771287.wav,I've been eating since last Tuesday
1249120_44292353_25851801.wav,when I stand up too quickly I start to feel dizzy and lightheaded
1249120_44292353_70288448.wav,when I raise my hand I feel pain in my shoulder
1249120_44292353_95216909.wav,I got injured exercising
1249120_44292353_31900996.wav,I have mental suffering
1249120_44292353_53318642.wav,my shower drain is full of hair every time
1249120_44292353_53478447.wav,I have a painful cramp in my feet
1249120_44292353_62335378.wav,I have eruptions on my face that come and go
1249120_44292353_40076348.wav,sometimes when it's cold outside my face hurts especially around the pimples that are ready to pop
1249120_44292353_25313684.wav,sometimes I feel like a claw on my chest that leaves me Breathless
1249120_44292353_38765156.wav,I started taking swimming lessons and I guess I swallowed too much water through my nose because this sinusitis is killing me now
1249120_44292353_69566092.wav,I love to Garden but I get a terrible twinge in my lower back when I lean over
1249120_44292353_83240359.wav,I was watching TV in suddenly have blurry vision
1249120_44292353_71029438.wav,my neck is annoying me I can't sleep because of it
1249120_44292353_18156280.wav,I am having runny nose
1249120_44292353_79362392.wav,I feel very hard to breathe
1249120_44292353_23165570.wav,I feel my heart hurts when I ran for a long distance
1249120_44292353_67132028.wav,I feel weak all over
1249120_44292353_47569087.wav,I feel I went to an acupuncturist practice and had 100 needles in my shoulder
1249120_44292353_107326859.wav,I feel dizzy when I step in front of my laptop for an hour or two what possibly could be the reason
1249120_44294866_104237668.wav,I have a pain in my head
1249120_44294866_102664880.wav,are often games sharp pain in my chest and I can't tell what I'm doing that might be triggered
1249120_44294866_13068476.wav,the area around my heart doesn't feel
1249120_44294866_103485284.wav,my daughter had her eyes brown 3D and it pulled it on opening of skin in one of her rooms that it's not perfect and Izzy
1249120_44294866_102554677.wav,in my face and other problem in my dormant like itching
1249120_44294866_103743912.wav,yesterday I had a shoulder pain
1249120_44294866_106050928.wav,
1249120_44294866_104430582.wav,
1249120_44294866_107429604.wav,every time I come my hair there are so many hair in my car
1249120_44294866_102078306.wav,I'll shoot him pain in my knee cock after working out
1249120_44294866_105332708.wav,I don't have full range of motion with my arms
1249120_44292353_95558066.wav,I have a great stomach ache and I can't eat anything
1249120_44294866_103812071.wav,I have a rake when I go to the pool
1249120_44294866_104890103.wav,I have a heart band since I went to the gym
1249120_44294866_30450066.wav,I have a neck pain when I sit in front of my laptop
1249120_44294866_15891095.wav,when I try to carry my groceries
1249120_44294866_21761084.wav,
1249120_44294866_29194304.wav,I usually have a bad cough when I get
1249120_44294866_14283535.wav,Five Star Steakhouse Wayne relationship that I guess as well as too much water from my nose because this is killing me now
1249120_44294866_16718315.wav,I got a knee pain when I walk a
1249120_44294866_23003547.wav,508 all over
1249120_44294866_30296550.wav,decorations sensation on my heart leave me Breathless
1249120_44294866_18570665.wav,I have a root Samsung on my face that come and go
1249120_44294866_43326442.wav,how is it raining in Miami Florida
1249120_44294866_49687487.wav,I had an accident and my wound was open when I arrived Hospital
1249120_44294866_39510206.wav,I love to Garden but I get a terrible change in my lower back when I lean over
1249120_44294866_37364395.wav,severe pain in the upper left side of chest and may have been to back
1249120_44294866_52206190.wav,my shoulder has a great pain
1249120_44294866_19000724.wav,when is stand up to quickly I start to feel dizzy and lightheaded
1249120_44294866_38949666.wav,fast cars cracked like nuts
1249120_44294866_20041027.wav,I am disappointed
1249120_44294866_29285051.wav,am having running nose
1249120_44294866_63568111.wav,I feel a great pain in my shoulder when I try to lift something heavy
1249120_44294866_52332577.wav,I don't do anything at home and still I feel exhausted
1249120_44294866_58377113.wav,sometimes when it is cold outside my face hurts basically around the people that are ready to go
1249120_44294866_52604131.wav,stiffness in ability to look right or left Excel by moving the whole body
1249120_44294866_69316456.wav,my hair is falling out after I take a shower
1249120_44294866_61770999.wav,when I move on my shoulder pain shoot down my arms
1249120_44294866_56914981.wav,my lower back hurts by hitting rooms if I stretch it
1249120_44294866_60643161.wav,hey can't stand up or sit down I have a pain in my bed and that's annoys me
1249120_44294866_63987415.wav,when I Rise my head I feel pain in my shoulder
1249120_44294866_64368433.wav,I was traveling by shit and I feel
1249120_44294866_67568437.wav,my hair isn't 12
1249120_44294866_57205296.wav,how do you feel a burning sensation in my kids about 2 hours after 8:00 a.m.
1249120_44294866_53414183.wav,I am feeling so cold
1249120_44294866_68130365.wav,I have a pain in my stomach
1249120_44294866_63476113.wav,I was watching TV and at soccer league have better
1249120_44294866_61858983.wav,I got injured exercising
1249120_44294866_53713877.wav,I feel very hard to pray
1249120_44294866_92792208.wav,when is Dundalk too quickly I start to feel dizzy and light headed
1249120_44294866_90929031.wav,it is like a half a neatly version throughout my arm
1249120_44294866_78490603.wav,my nose is congested all the time and there is this glowy secretion in my throat that make it impossible for me to sleep I often have to not sit down
1249120_44294866_96337692.wav,when you bend over I get a shooting pain down my back
1249120_44294866_89734541.wav,my entire body is freezing
1249120_44294866_73599319.wav,24 is my eyes to view I have blurry vision
1249120_44294866_77416341.wav,are there warning system of my house is broken and feels cold
1249120_44294866_74679338.wav,
1249120_44294866_86233279.wav,what is the reason that
1249120_44294866_72495478.wav,my head hurts when I'm doing this
1249120_44294866_80026823.wav,I fell to my heart hurt when I run for a long distance
1249120_44294866_94282612.wav,I have terrible pain in my
1249120_44294866_76461050.wav,my neck is annoying me I can't sleep because of
1249120_44294866_90790242.wav,play jazz from Hand Center of God
1249120_44294866_94374240.wav,taking bread and I can't take my breath
1249120_44323331_16235297.wav,when I play football I have joint
1249120_44323331_20802934.wav,I cannot bear this squeezing sensation I have in my chest
1249120_44323331_10095808.wav,Daddy just happened in my pickup
1249120_44323331_12481133.wav,I got my head a couple of weeks ago and even through I keep using an Android TV it's not getting better
1249120_44323331_16590901.wav,IPL server itching in the skin with redness
1249120_44323331_22949427.wav,I feel pain in my joint after and injured in the last football match I played
1249120_44323331_15655234.wav,when I remember here I feel down
1249120_44294866_99659302.wav,I feel like you're an ass in my knees when I walk
1249120_44323331_13821399.wav,Daddy just happened in my clip
1249120_44323331_17693815.wav,I cannot bark because of poor
1249120_44323331_14650475.wav,I can hardly breathe
1249120_44294866_98831261.wav,facility in front of my laptop for an hour or two what was it be could be the reason
1249120_44323331_18782425.wav,my son got a tattoo several weeks ago and the skin around each side and hot and it looks interested
1249120_44323331_109641805.wav,SeaWorld pain in the year
1249120_44323331_22225771.wav,I have a heart pain in my ear
1249120_44323331_15039513.wav,I get a joint pain when I try to bend my leg or my arm
1249120_44323331_23606264.wav,are you played over will jumping to catch the ball
1249120_44323331_27898617.wav,IPL DJ whatever I stand up
1249120_44323331_24461872.wav,I cannot stop going
1249120_44323331_25847807.wav,my right shoulder clicks when I move my arm
1249120_44323331_42291661.wav,I have a strong shoulder pain
1249120_44323331_54400222.wav,standing list in 5 minutes and my back start to AC
1249120_44323331_25968681.wav,I have several solar
1249120_44323331_53313006.wav,broke my uncle will docking rock climbing Hindi perfecting
1249120_44323331_26313266.wav,I am ordered how cold internet out in the sun
1249120_44323331_35285585.wav,I feel a good amount of pressure of my head
1249120_44323331_26408664.wav,the old is still open
1249120_44323331_38538892.wav,are you having something in my stomach
1249120_44323331_33624071.wav,my body feels weak after my first day in the gym why
1249120_44323331_30817447.wav,read flashes accompanied with itchy
1249120_44323331_45513911.wav,are you stupid Sports because I get injury from Sports
1249120_44323331_23843315.wav,my son is good head neck with an old Rodger and that sport has become inflamed and looks like it is it is interested
1249120_44323331_55722581.wav,when I wake up in the morning I feel sorry for the body
1249120_44323331_24602215.wav,there is pain in my head I cannot be happy
1249120_44323331_59191528.wav,when it is cold
1249120_44323331_28822792.wav,all of Sudan I felt dizzy when I stood up
1249120_44323331_47564425.wav,surgical update theme parks painful and hot to the touch
1249120_44323331_51610812.wav,pain in the large neck
1249120_44323331_59510879.wav,sharp pain and heavy breathing
1249120_44323331_34357709.wav,my old opened up again
1249120_44323331_26386155.wav,my head is spinning when I get up
1249120_44323331_81893062.wav,I feel pain in my ears with tinnitus
1249120_44323331_95281494.wav,iHeartRadio when I bend my arm
1249120_44323331_86516132.wav,daddy daddy injured person
1249120_44323331_89173398.wav,I had an indication
1249120_44323331_75046615.wav,I have a problem in my back I cannot stand it
1249120_44323331_61837950.wav,I have been feeling very sad lately
1249120_44323331_88012031.wav,it hurts when I receive my arm up
1249120_44323331_81285987.wav,I feel strong pain in my knee after it was hit during the football match
1249120_44323331_89529293.wav,my hair is filling out in hog amount
1249120_44323331_94962408.wav,I feel pain in my throat
1249120_44323331_82659146.wav,when I walk it's hard to breathe
1249120_44323331_63393498.wav,I have a great day in my food like drinking pain with relaxing my pain relief
1249120_44323331_66888889.wav,my joints at you whenever it is cold
1249120_44323331_84030889.wav,I feel great pain in the head
1249120_44323331_63059317.wav,my back hurts me a lot
1249120_44323331_95219530.wav,I feel pain in my knee
1249120_44323331_63502960.wav,please like there are things and needles sticking in my joints
1249120_44323331_70756728.wav,it's tender as a Unitas but today the pain is from being and unravel
1249120_44323331_63258394.wav,I have dark spots on my skin
1249120_44323331_77964928.wav,I never had any problem Unity my last pregnancy when all of a sudden my back got caught in cheats
1249120_44323331_72563945.wav,I feel deep tingling when I touch aslay followed by bad sensation
1249120_44323331_79182023.wav,every time I talk a deep breath I start cooking
1249120_44323331_84928769.wav,I have pain in my
1249120_44415714_12774994.wav,
1249120_44442354_57228239.wav,my skin is the train
1249120_44442354_25790660.wav,I have a headshot
1249120_44442354_96518720.wav,I found myself in my elbows and solo
1249120_44323331_95860925.wav,play lots and lots of analysis to know the main reason for my stock exchange
1249120_44442354_97149231.wav,I'm suffering from shark on a company being fun
1249120_44323331_95484507.wav,my phone has a lot of Destiny
1249120_44323331_95561004.wav,when I go to sleep I am feeling cold
1249120_44442354_52494335.wav,I can hack and girlfriend because of Miami
1249120_44387284_64093494.wav,what's the weather supposed to be tomorrow
1249120_43856216_72893866.wav,I have a very rash sensation close to my arms
1249120_43856216_58515572.wav,it feels like someone is hitting my head with a hammer I feel pain on the top of my head and it throbs
1249120_43856216_66381593.wav,I'm struggling to bear weight on my knee when I stand straight I feel and hear a loud popping noise
1249120_43856216_69097689.wav,how do you know if you have a torn meniscus in your knee
1249120_43856216_76137031.wav,every morning when I wake up my neck feels like I slept on in wrong
1249120_43856216_63200891.wav,my niece seem to grind as I go up or down stairs
1249120_43856216_66229118.wav,when I'm tired I feel my head heavy
1249120_43856216_70090066.wav,after a breakup I feel something strange in me
1249120_43856216_75705797.wav,there are a lot of hairs on my pillow in the morning
1249120_43856216_61099896.wav,I have a cut that is red and swollen
1249120_43856216_58981378.wav,Mr hair is falling out just by combing it
1249120_43856216_62151737.wav,I have some terrible problems when I'm breathing during the night
1249120_43856216_65385272.wav,my face is all broken out with Vietnamese
1249120_43856216_60751811.wav,I have constant stomach pain and bloating
1249120_43856216_72549023.wav,I've been over my cold for weeks but still cough every day
1249120_43856216_79394901.wav,since I went into the forest I have pain on my ears
1249120_43856216_76437458.wav,I have some pain when I'm walking around my knees
1249120_43856216_71810976.wav,what's the symptoms of appendicitis
1249120_43856216_59977535.wav,my husband left me for another woman my heart hurts so badly to the point that I can't eat or sleep
1249120_43856216_63244298.wav,when I play sports I have some burning sensation in my spine
1249120_43857865_104892900.wav,the wound is still open
1249120_43856216_94026867.wav,I've got a hard time to breathe am I having a heart attack
1249120_43856216_90957035.wav,my knee does not want to bend well
1249120_43856216_85274147.wav,is pimples a skin disease
1249120_43856216_94400559.wav,I have the impression of having no strength in my body
1249120_43857865_24493030.wav,I feel pain in my joint after an injury in the last football match I
1249120_43856216_80258909.wav,my face has broken out in painful red spots and lumps that no matter how much I clean my face don't seem to be going away
1249120_43856216_93938788.wav,I feel a strange and Powerful pain inside my cage
1249120_43856216_83854329.wav,when I'm driving my eyes seeing double
1249120_43856216_87143624.wav,after eating I have burning sensation inside of me
1249120_43856216_94937393.wav,I was very active in sports but now my body is feeling pain
1249120_43856216_86090631.wav,I have a scab on the back of my hand that just won't go away
1249120_43857865_16365614.wav,I have a sharp pain in my ear
1249120_43856216_79946753.wav,I feel silly like an ice cube my sister said that she needs several blankets to cover her so that she is warm enough
1249120_43856216_87443859.wav,it itches inside my ears
1249120_43856216_91277955.wav,when I woke up a flight of stairs my right knee hurts
1249120_43857865_36513518.wav,my daughter had her ears pierced in one of her earlobes is bright red and burning hot
1249120_43856216_83388292.wav,my hair is falling out in bunches
1249120_43857865_15552298.wav,I feel abdominal pain
1249120_43856216_79981789.wav,I have a dull ache in my stomach it gets worse after I eat
1249120_43856216_93777581.wav,I feel really sad all the time
1249120_43856216_82119397.wav,my soul isn't healing well and it's been like this for 2 weeks
1249120_43857865_47187395.wav,I am worried for my driving because I can barely focus when I am at the real nice real Theory
1249120_43883861_104123530.wav,my earache when I'm listening to music
1249120_43883861_105187263.wav,I feel a sharp pain in my ankle joint when I stand
1249120_43857865_78146911.wav,every time I take a deep breath I start coughing
1249120_43883861_13101719.wav,I don't have the energy to do the things that I used to
1249120_43883861_12568231.wav,I feel a clicking sensation in my knee each time I
1249120_43883861_104861503.wav,I feel shoulder pain at intervals of time
1249120_43883861_107563491.wav,I get terrible headaches every few months and when I get them my vision is affected
1249120_43857865_86146817.wav,when I walk I get a stabbing pain in the top of my
1249120_43883861_11649202.wav,when I think of my parents I feel pain
1249120_43857865_36787086.wav,there is a sharp pain in my car
1249120_43883861_109975176.wav,my stomach aches after I drink any soda drink why
1249120_43857865_49221890.wav,when I walk it's hard to breathe
1249120_43857865_83638651.wav,I feel back pain when I carry heavy things
1249120_43857865_42871507.wav,it hurts when I bend my arm
1249120_43857865_50044623.wav,I feel pain in my knee
1249120_43883861_108482930.wav,I feel suicidal
1249120_43883861_107328848.wav,I feel pain in my eyes I can see fog
1249120_43883861_105153897.wav,I fell through a window while I was cleaning it and I have a Shard of glass stuck in my left eye I think it is pretty serious please help
1249120_43883861_108068525.wav,I feel pain in my foot
1249120_43857865_89872030.wav,I get a joint pain when I try to bend my leg or my arm
1249120_43857865_81051037.wav,my cat Allure greenish colored pussy
1249120_43883861_38601173.wav,I have a foot ache although I don't walk a lot
1249120_43883861_22755094.wav,when I move my shoulder it's like lightning is being sent through my shoulder
1249120_43883861_19361580.wav,when I eat I feel my stomach hurts
1249120_43883861_41698260.wav,when I brush my hair I noticed big clumps of hair coming out in the brush
1249120_43883861_13900622.wav,I can't see the sign I have a blurry
1249120_43883861_32484822.wav,chronic disease of hair follicles and sebaceous
1249120_43883861_40210306.wav,I feel dizzy and out of sight
1249120_43883861_33692372.wav,I am having problems seeing things feel like a cloud on my eyes everything is blurry
1249120_43883861_26291640.wav,I feel pain in my neck
1249120_43883861_40822203.wav,my stomach feels starts hurting but then it feels better after I eat something mild
